2026-08-09 01:22:27 -  1 - 08 - INFO - Returned settings: Ok(Settings { path: Some("/home/yong/.espressif"), idf_path: None, esp_idf_json_path: Some("/home/yong/.espressif/tools"), tool_download_folder_name: Some("/home/yong/.espressif/dist"), tool_install_folder_name: Some("/home/yong/.espressif/tools"), target: Some(["esp32s3"]), idf_versions: Some(["v5.3.2"]), tools_json_file: Some("tools/tools.json"), config_file: None, config_file_save_path: Some("eim_config.toml"), non_interactive: Some(true), wizard_all_questions: Some(false), mirror: Some("https://github.com"), idf_mirror: Some("https://github.com"), pypi_mirror: Some("https://pypi.org/simple"), recurse_submodules: Some(true), install_all_prerequisites: Some(false), idf_features: None, idf_features_per_version: None, idf_tools: None, idf_tools_per_version: None, repo_stub: None, skip_prerequisites_check: Some(false), version_name: None, cleanup: Some(true), python_env_folder_name: Some("python"), use_local_archive: None, activation_script_path_override: Some("/home/yong/.espressif/tools"), python_version_override: Some("python313") })
2026-08-09 01:23:56 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/openthread/openthread before init: []
2026-08-09 01:23:56 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/openthread/openthread
2026-08-09 01:23:56 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/openthread/openthread
2026-08-09 01:23:56 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/openthread/openthread
2026-08-09 01:24:01 -  1 - 08 - INFO - ✓ Submodule complete: components/openthread/openthread
2026-08-09 01:24:01 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/openthread/openthread
2026-08-09 01:24:01 -  1 - 08 - INFO - Creating parent directories: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller
2026-08-09 01:24:01 -  1 - 08 - INFO - Creating modules dir: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c3_family
2026-08-09 01:24:01 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c3_family before init: []
2026-08-09 01:24:01 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c3_family
2026-08-09 01:24:01 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c3_family
2026-08-09 01:24:01 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c3_family
2026-08-09 01:24:03 -  1 - 08 - INFO - ✓ Submodule complete: components/bt/controller/lib_esp32c3_family
2026-08-09 01:24:03 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/bt/controller/lib_esp32c3_family
2026-08-09 01:24:03 -  1 - 08 - INFO - Creating parent directories: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_phy
2026-08-09 01:24:03 -  1 - 08 - INFO - Creating modules dir: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_phy/lib
2026-08-09 01:24:03 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_phy/lib before init: []
2026-08-09 01:24:03 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_phy/lib
2026-08-09 01:24:03 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_phy/lib
2026-08-09 01:24:03 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_phy/lib
2026-08-09 01:24:05 -  1 - 08 - INFO - ✓ Submodule complete: components/esp_phy/lib
2026-08-09 01:24:05 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/esp_phy/lib
2026-08-09 01:24:05 -  1 - 08 - INFO - Creating parent directories: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/openthread
2026-08-09 01:24:05 -  1 - 08 - INFO - Creating modules dir: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/openthread/lib
2026-08-09 01:24:05 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/openthread/lib before init: []
2026-08-09 01:24:05 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/openthread/lib
2026-08-09 01:24:05 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/openthread/lib
2026-08-09 01:24:05 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/openthread/lib
2026-08-09 01:24:06 -  1 - 08 - INFO - ✓ Submodule complete: components/openthread/lib
2026-08-09 01:24:06 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/openthread/lib
2026-08-09 01:24:06 -  1 - 08 - INFO - Creating parent directories: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32h2
2026-08-09 01:24:06 -  1 - 08 - INFO - Creating modules dir: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32h2/esp32h2-bt-lib
2026-08-09 01:24:06 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32h2/esp32h2-bt-lib before init: []
2026-08-09 01:24:06 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32h2/esp32h2-bt-lib
2026-08-09 01:24:06 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32h2/esp32h2-bt-lib
2026-08-09 01:24:06 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32h2/esp32h2-bt-lib
2026-08-09 01:24:08 -  1 - 08 - INFO - ✓ Submodule complete: components/bt/controller/lib_esp32h2/esp32h2-bt-lib
2026-08-09 01:24:08 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/bt/controller/lib_esp32h2/esp32h2-bt-lib
2026-08-09 01:24:08 -  1 - 08 - INFO - Creating parent directories: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c2
2026-08-09 01:24:08 -  1 - 08 - INFO - Creating modules dir: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c2/esp32c2-bt-lib
2026-08-09 01:24:08 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c2/esp32c2-bt-lib before init: []
2026-08-09 01:24:08 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c2/esp32c2-bt-lib
2026-08-09 01:24:08 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c2/esp32c2-bt-lib
2026-08-09 01:24:08 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c2/esp32c2-bt-lib
2026-08-09 01:24:10 -  1 - 08 - INFO - ✓ Submodule complete: components/bt/controller/lib_esp32c2/esp32c2-bt-lib
2026-08-09 01:24:10 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/bt/controller/lib_esp32c2/esp32c2-bt-lib
2026-08-09 01:24:10 -  1 - 08 - INFO - Creating parent directories: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c6
2026-08-09 01:24:10 -  1 - 08 - INFO - Creating modules dir: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c6/esp32c6-bt-lib
2026-08-09 01:24:10 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c6/esp32c6-bt-lib before init: []
2026-08-09 01:24:10 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c6/esp32c6-bt-lib
2026-08-09 01:24:10 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c6/esp32c6-bt-lib
2026-08-09 01:24:10 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c6/esp32c6-bt-lib
2026-08-09 01:24:12 -  1 - 08 - INFO - ✓ Submodule complete: components/bt/controller/lib_esp32c6/esp32c6-bt-lib
2026-08-09 01:24:12 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/bt/controller/lib_esp32c6/esp32c6-bt-lib
2026-08-09 01:24:12 -  1 - 08 - INFO - Creating parent directories: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c5
2026-08-09 01:24:12 -  1 - 08 - INFO - Creating modules dir: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c5/esp32c5-bt-lib
2026-08-09 01:24:12 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c5/esp32c5-bt-lib before init: []
2026-08-09 01:24:12 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c5/esp32c5-bt-lib
2026-08-09 01:24:12 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c5/esp32c5-bt-lib
2026-08-09 01:24:12 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/controller/lib_esp32c5/esp32c5-bt-lib
2026-08-09 01:24:14 -  1 - 08 - INFO - ✓ Submodule complete: components/bt/controller/lib_esp32c5/esp32c5-bt-lib
2026-08-09 01:24:14 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/bt/controller/lib_esp32c5/esp32c5-bt-lib
2026-08-09 01:24:14 -  1 - 08 - INFO - Creating parent directories: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/heap
2026-08-09 01:24:14 -  1 - 08 - INFO - Creating modules dir: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/heap/tlsf
2026-08-09 01:24:14 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/heap/tlsf before init: []
2026-08-09 01:24:14 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/heap/tlsf
2026-08-09 01:24:14 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/heap/tlsf
2026-08-09 01:24:14 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/heap/tlsf
2026-08-09 01:24:15 -  1 - 08 - INFO - ✓ Submodule complete: components/heap/tlsf
2026-08-09 01:24:15 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/heap/tlsf
2026-08-09 01:24:15 -  1 - 08 - INFO - Creating parent directories: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_coex
2026-08-09 01:24:15 -  1 - 08 - INFO - Creating modules dir: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_coex/lib
2026-08-09 01:24:15 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_coex/lib before init: []
2026-08-09 01:24:15 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_coex/lib
2026-08-09 01:24:15 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_coex/lib
2026-08-09 01:24:15 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/esp_coex/lib
2026-08-09 01:24:16 -  1 - 08 - INFO - ✓ Submodule complete: components/esp_coex/lib
2026-08-09 01:24:16 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/esp_coex/lib
2026-08-09 01:24:16 -  1 - 08 - INFO - Creating parent directories: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/esp_ble_mesh/lib
2026-08-09 01:24:16 -  1 - 08 - INFO - Creating modules dir: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/esp_ble_mesh/lib/lib
2026-08-09 01:24:16 -  1 - 08 - INFO - Contents of /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/esp_ble_mesh/lib/lib before init: []
2026-08-09 01:24:16 -  1 - 08 - INFO - Initializing new git repo at /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/esp_ble_mesh/lib/lib
2026-08-09 01:24:16 -  1 - 08 - INFO - Git dir is at: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/esp_ble_mesh/lib/lib
2026-08-09 01:24:16 -  1 - 08 - INFO - ✓ Initialized modules repo: /home/yong/.espressif/v5.3.2/esp-idf/.git/modules/components/bt/esp_ble_mesh/lib/lib
2026-08-09 01:24:18 -  1 - 08 - INFO - ✓ Submodule complete: components/bt/esp_ble_mesh/lib/lib
2026-08-09 01:24:18 -  1 - 08 - INFO - IDF submodule correctly downloaded to:: components/bt/esp_ble_mesh/lib/lib
2026-08-09 01:24:18 -  1 - 08 - INFO - Submodules updated successfully
2026-08-09 01:24:18 -  1 - 08 - INFO - wizard.tools.filtering.selected_tools: xtensa-esp-elf-gdb, xtensa-esp-elf, esp-clang, riscv32-esp-elf, esp32ulp-elf, cmake, openocd-esp32, ninja, esp-rom-elfs
2026-08-09 01:24:18 -  1 - 08 - INFO - Filtered to 10 tools based on user selection for v5.3.2
2026-08-09 01:24:18 -  1 - 08 - INFO - Downloading tools to: "/home/yong/.espressif/dist"
2026-08-09 01:24:18 -  1 - 08 - INFO - Tool cmake has multiple versions, using the recommended or the first one
2026-08-09 01:24:18 -  1 - 08 - INFO - Tool 'xtensa-esp-elf' is not installed. Downloading...
2026-08-09 01:24:24 -  1 - 08 - INFO - xtensa-esp-elf-13.2.0_20240530-x86_64-linux-gnu.tar.xz successfully downloaded
2026-08-09 01:24:25 -  1 - 08 - INFO - xtensa-esp-elf-13.2.0_20240530-x86_64-linux-gnu.tar.xz verified
2026-08-09 01:24:41 -  1 - 08 - INFO - Decompression completed successfully.
2026-08-09 01:24:41 -  1 - 08 - INFO - Successfully extracted xtensa-esp-elf-13.2.0_20240530-x86_64-linux-gnu.tar.xz to /home/yong/.espressif/tools/xtensa-esp-elf/esp-13.2.0_20240530
2026-08-09 01:24:41 -  1 - 08 - INFO - Tool 'esp-clang' is not installed. Downloading...
2026-08-09 01:25:04 -  1 - 08 - INFO - llvm-esp-16.0.0-20230516-linux-amd64.tar.xz successfully downloaded
2026-08-09 01:25:05 -  1 - 08 - INFO - llvm-esp-16.0.0-20230516-linux-amd64.tar.xz verified
2026-08-09 01:25:45 -  1 - 08 - INFO - Decompression completed successfully.
2026-08-09 01:25:45 -  1 - 08 - INFO - Successfully extracted llvm-esp-16.0.0-20230516-linux-amd64.tar.xz to /home/yong/.espressif/tools/esp-clang/16.0.1-fe4f10a809
2026-08-09 01:25:45 -  1 - 08 - INFO - Tool 'riscv32-esp-elf' is not installed. Downloading...
2026-08-09 01:26:22 -  1 - 08 - INFO - riscv32-esp-elf-13.2.0_20240530-x86_64-linux-gnu.tar.xz successfully downloaded
2026-08-09 01:26:23 -  1 - 08 - INFO - riscv32-esp-elf-13.2.0_20240530-x86_64-linux-gnu.tar.xz verified
2026-08-09 01:26:50 -  1 - 08 - INFO - Decompression completed successfully.
2026-08-09 01:26:50 -  1 - 08 - INFO - Successfully extracted riscv32-esp-elf-13.2.0_20240530-x86_64-linux-gnu.tar.xz to /home/yong/.espressif/tools/riscv32-esp-elf/esp-13.2.0_20240530
2026-08-09 01:26:50 -  1 - 08 - INFO - Tool 'xtensa-esp-elf-gdb' is not installed. Downloading...
2026-08-09 01:26:56 -  1 - 08 - INFO - xtensa-esp-elf-gdb-14.2_20240403-x86_64-linux-gnu.tar.gz successfully downloaded
2026-08-09 01:26:56 -  1 - 08 - INFO - xtensa-esp-elf-gdb-14.2_20240403-x86_64-linux-gnu.tar.gz verified
2026-08-09 01:26:57 -  1 - 08 - INFO - Decompression completed successfully.
2026-08-09 01:26:57 -  1 - 08 - INFO - Successfully extracted xtensa-esp-elf-gdb-14.2_20240403-x86_64-linux-gnu.tar.gz to /home/yong/.espressif/tools/xtensa-esp-elf-gdb/14.2_20240403
2026-08-09 01:26:57 -  1 - 08 - INFO - Tool 'esp32ulp-elf' is not installed. Downloading...
2026-08-09 01:26:58 -  1 - 08 - INFO - esp32ulp-elf-2.38_20240113-linux-amd64.tar.gz successfully downloaded
2026-08-09 01:26:59 -  1 - 08 - INFO - esp32ulp-elf-2.38_20240113-linux-amd64.tar.gz verified
2026-08-09 01:26:59 -  1 - 08 - INFO - Decompression completed successfully.
2026-08-09 01:26:59 -  1 - 08 - INFO - Successfully extracted esp32ulp-elf-2.38_20240113-linux-amd64.tar.gz to /home/yong/.espressif/tools/esp32ulp-elf/2.38_20240113
2026-08-09 01:26:59 -  1 - 08 - WARN - Tool 'cmake' is installed with version '3.28.3', but expected '3.30.2'. Reinstalling...
2026-08-09 01:27:03 -  1 - 08 - INFO - cmake-3.30.2-linux-x86_64.tar.gz successfully downloaded
2026-08-09 01:27:03 -  1 - 08 - INFO - cmake-3.30.2-linux-x86_64.tar.gz verified
2026-08-09 01:27:04 -  1 - 08 - INFO - Decompression completed successfully.
2026-08-09 01:27:04 -  1 - 08 - INFO - Successfully extracted cmake-3.30.2-linux-x86_64.tar.gz to /home/yong/.espressif/tools/cmake/3.30.2
2026-08-09 01:27:04 -  1 - 08 - INFO - Tool 'openocd-esp32' is not installed. Downloading...
2026-08-09 01:27:06 -  1 - 08 - INFO - openocd-esp32-linux-amd64-0.12.0-esp32-20241016.tar.gz successfully downloaded
2026-08-09 01:27:06 -  1 - 08 - INFO - openocd-esp32-linux-amd64-0.12.0-esp32-20241016.tar.gz verified
2026-08-09 01:27:06 -  1 - 08 - INFO - Decompression completed successfully.
2026-08-09 01:27:06 -  1 - 08 - INFO - Successfully extracted openocd-esp32-linux-amd64-0.12.0-esp32-20241016.tar.gz to /home/yong/.espressif/tools/openocd-esp32/v0.12.0-esp32-20241016
2026-08-09 01:27:06 -  1 - 08 - INFO - Tool 'esp-rom-elfs' is not installed. Downloading...
2026-08-09 01:27:07 -  1 - 08 - INFO - esp-rom-elfs-20240305.tar.gz successfully downloaded
2026-08-09 01:27:07 -  1 - 08 - INFO - esp-rom-elfs-20240305.tar.gz verified
2026-08-09 01:27:07 -  1 - 08 - INFO - Decompression completed successfully.
2026-08-09 01:27:07 -  1 - 08 - INFO - Successfully extracted esp-rom-elfs-20240305.tar.gz to /home/yong/.espressif/tools/esp-rom-elfs/20240305
2026-08-09 01:27:07 -  1 - 08 - INFO - Tool 'ninja' is not installed. Downloading...
2026-08-09 01:27:08 -  1 - 08 - INFO - ninja-linux.zip successfully downloaded
2026-08-09 01:27:08 -  1 - 08 - INFO - ninja-linux.zip verified
2026-08-09 01:27:08 -  1 - 08 - INFO - Decompressing /home/yong/.espressif/dist/ninja-linux.zip to /home/yong/.espressif/tools/ninja/1.12.1
2026-08-09 01:27:08 -  1 - 08 - INFO - Decompression completed successfully.
2026-08-09 01:27:08 -  1 - 08 - INFO - Set executable permissions for ninja in /home/yong/.espressif/tools/ninja/1.12.1
2026-08-09 01:27:08 -  1 - 08 - INFO - Successfully extracted ninja-linux.zip to /home/yong/.espressif/tools/ninja/1.12.1
2026-08-09 01:27:08 -  1 - 08 - INFO - wizard.tools.downloaded: /home/yong/.espressif/v5.3.2/esp-idf/tools/tools.json
2026-08-09 01:27:08 -  1 - 08 - INFO - tools installation artifacts cleaned up successfully: /home/yong/.espressif/dist
2026-08-09 01:27:08 -  1 - 08 - INFO - Creating Python virtual environment at: /home/yong/.espressif/tools/python/v5.3.2/venv
2026-08-09 01:27:13 -  1 - 08 - INFO - Downloading constraints file from https://dl.espressif.com/dl/esp-idf/espidf.constraints.v5.3.txt
2026-08-09 01:27:13 -  1 - 08 - INFO - Downloaded constraints file to /home/yong/.espressif/tools/espidf.constraints.v5.3.txt
2026-08-09 01:27:13 -  1 - 08 - INFO - Downloaded constraints file to /home/yong/.espressif/tools/espidf.constraints.v5.3.txt
2026-08-09 01:27:13 -  1 - 08 - INFO - Downloaded constraints file: /home/yong/.espressif/tools/espidf.constraints.v5.3.txt
2026-08-09 01:27:56 -  1 - 08 - INFO - Python environment installed successfully
2026-08-09 01:27:56 -  1 - 08 - INFO - Python environment installed
2026-08-09 01:27:56 -  1 - 08 - INFO - ELF ROM directory found: /home/yong/.espressif/tools/esp-rom-elfs/20240305
2026-08-09 01:27:56 -  1 - 08 - INFO - Activation shell script created successfully
2026-08-09 01:27:56 -  1 - 08 - ERROR - Failed to copy OpenOCD rules: Failed to copy /home/yong/.espressif/tools/openocd-esp32/v0.12.0-esp32-20241016/openocd-esp32/share/openocd/contrib/60-openocd.rules to /etc/udev/rules.d/60-openocd.rules . Make sure you have the necessary permissions. Now you can copy it manually.

Caused by:
    Permission denied (os error 13)
Configuration saved successfully to config.toml
You have successfully installed ESP-IDF
for using the ESP-IDF tools inside the terminal, you will find activation scripts inside the base install folder
sourcing the activation script will setup environment in the current terminal session
============================================
to activate the environment, run the following command in your terminal:
       source "/home/yong/.espressif/tools/activate_idf_v5.3.2.sh"
============================================
2026-08-09 01:27:56 -  1 - 08 - INFO - Wizard result: Ok
2026-08-09 01:27:56 -  1 - 08 - INFO - Successfully installed IDF
2026-08-09 01:27:56 -  1 - 08 - INFO - Now you can start using IDF tools
